Exam_Year,Exam_Type,Subject_Code,Subject_Name,Section,Question_No,Sub_Question,Question_Text,Marks,CO,Bloom_Taxonomy
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,I,Q1,1,What is Website? Differentiate Static and Dynamic Website.,6,,
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,I,Q1,2,Write an HTML code to design Registration Page.,6,,
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,I,Q1,3,Describe various text formatting tags of HTML.,6,,
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,I,Q1,4,Differentiate canvas and SVG.,6,,
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,I,Q1,5,Explain <audio> and <video> tag with required attributes.,6,,
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,I,Q1,6,Explain different types of selectors in CSS.,6,,
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,I,Q1,7,Create a function in JavaScript to check whether the given number is positive or not.,6,,
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,II,Q2,1,What is Internet? Discuss the usage of Internet.,6,,
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,II,Q2,2,"Define Terms: WWW, Search Engine, HTTP",6,,
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,II,Q2,3,Which tag is used to create hyperlink in HTML? Explain with an example.,6,,
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,II,Q3,1,What is CSS? Explain different ways to use CSS.,6,,
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,II,Q3,2,Explain the use of drag and drop API of HTML5.,6,,
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,II,Q3,3,Discuss different border properties of CSS.,6,,
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,II,Q4,1,Explain arithmetic operators and logical operators in JavaScript.,6,,
Apr-Jun 2023,Remedial,U11A3WD1,Web Designing-I,II,Q4,2,Discuss the advantages and features of JavaScript.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,I,Q1,1,Discuss any five Input and Output Devices.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,I,Q1,2,What is Computer? Explain Block Diagram of Computer.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,I,Q1,3,List out type of port and Explain it in detail.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,I,Q1,4,Write a short note on registry.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,I,Q1,5,Explain Scripting Language in detail.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,I,Q1,6,Discuss type of software in detail.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,I,Q1,7,Define Data Bus and Address Bus.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,II,Q2,1,Write a short note on Data and Information.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,II,Q2,2,Discuss BIOS in detail.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,II,Q2,3,Explain Modem in detail.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,II,Q3,1,Discuss Low Level Language in detail.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,II,Q3,2,Write down difference between Compiler and Interpreter.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,II,Q3,3,Write a short note on Programmed I/O.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,II,Q4,1,Differentiate between RAM and ROM.,6,,
Apr-Jun 2023,Remedial,U11A4IT,Information Technology,II,Q4,2,Explain Architecture of Micro Processor.,6,,
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,I,Q1,1,What is Algorithm? Discuss rules for preparing Algorithm with example.,6,CO1,BTL4
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,I,Q1,2,Discuss Basic Structure of C Program with example.,6,CO2,BTL5
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,I,Q1,3,How to define Symbolic Constants in C Language? Explain rules to define Symbolic Constants.,6,CO2,BTL5
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,I,Q1,4,Explain Increment and Decrement operators and Bitwise operator with example.,6,CO3,BTL3
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,I,Q1,5,What is looping? Explain For loop with proper example.,6,CO4,BTL4
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,I,Q1,6,Describe the use of switch case statement in 'C' language? Explain with proper example.,6,CO4,BTL5
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,I,Q1,7,Write a short note on Two-Dimensional Array.,6,CO5,BTL6
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,II,Q2,1,What are advantages of Flowchart? Discuss various Flowchart Symbols.,6,CO1,BTL5
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,II,Q2,2,Discuss Branching Type of Algorithm with example of finding the largest number among three numbers.,6,CO1,BTL6
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,II,Q2,3,Write a short note on C Tokens.,6,CO2,BTL3
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,II,Q3,1,Discuss type conversion in 'C' language with example.,6,CO3,BTL4
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,II,Q3,2,Explain Nested if...else statement with proper example.,6,CO4,BTL5
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,II,Q3,3,"Write short note on Input/output functions with example [printf(), scanf(), getchar(), putchar()].",6,CO3,BTL3
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,II,Q4,1,Discuss compile time initialization of one-dimensional array with example.,6,CO5,BTL6
Nov-Dec 2023,Regular,U11A1IP1,Introduction to Programming-I,II,Q4,2,Explain String Handling/Manipulation functions with example.,6,CO5,BTL4
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,I,Q1,1,Describe the advantages of MS DOS.,6,CO1,BTL4
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,I,Q1,2,"Write Shortcut keys of MS Word (Save, Redo, Open, Bold, Print, Hyperlink).",6,CO2,BTL1
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,I,Q1,3,Classify the Batch file in detailed.,6,CO1,BTL5
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,I,Q1,4,"Describe the purpose of cell references (relative, absolute) in formulas.",6,CO3,BTL3
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,I,Q1,5,Illustrate the features of Spreadsheet.,6,CO3,BTL3
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,I,Q1,6,What is the purpose of the Picture Tools Format tab?,6,CO5,BTL4
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,I,Q1,7,"How do you create a chart in Excel, and why are charts useful in a worksheet?",6,CO4,BTL6
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,II,Q2,1,How to insert Header and Footer in MS Word?,6,CO2,BTL3
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,II,Q2,2,Describe Mail Merge in detailed.,6,CO2,BTL6
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,II,Q2,3,Explain Internal and External command in MS DOS with example.,6,CO1,BTL3
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,II,Q3,1,"Short answers: absolute cell reference, freeze panes, sort data, filter feature, SUM function, Wrap Text.",6,CO4,BTL1
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,II,Q3,2,What is the purpose of pivot tables in spreadsheet software?,6,CO3,BTL6
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,II,Q3,3,How can workbook data be sorted? Explain in detail,6,CO4,BTL5
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,II,Q4,1,How can you add hyperlinks to a PowerPoint presentation?,6,CO5,BTL6
Nov-Dec 2023,Regular,U11A2OAT,Office Automation Tools,II,Q4,2,True/False statements related to Microsoft PowerPoint.,6,CO5,BTL2
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,I,Q1,1,Elaborate the Internet Service Provider (ISP) in details.,6,CO1,BTL1
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,I,Q1,2,State the difference between Static & Dynamic Websites.,6,CO1,BTL1
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,I,Q1,3,Explain the Element of List Tag in details with example.,6,CO2,BTL2
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,I,Q1,4,Writes a HTML code for the creation of Student registration form.,6,CO2,BTL6
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,I,Q1,5,What is CSS? Explain the Types of CSS.,6,CO3,BTL5
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,I,Q1,6,What is Landing Page? Explain the importance of Landing page.,6,CO4,BTL5
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,I,Q1,7,"What is the basic structure of a JavaScript function, and how do you call a function in your code?",6,CO5,BTL2
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,II,Q2,1,What is URL? Explain the structure of URL in brief.,6,CO1,BTL2
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,II,Q2,2,Discuss the Text formatting Tags with Example.,6,CO2,BTL6
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,II,Q2,3,Explain the Types of Websites in brief.,6,CO1,BTL3
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,II,Q3,1,Explain the CSS Box Model with figure.,6,CO3,BTL5
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,II,Q3,2,Elaborate the use of Google site with its features.,6,CO4,BTL6
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,II,Q3,3,Elaborate the CSS Selectors with example.,6,CO3,BTL6
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,II,Q4,1,"What is an object in JavaScript, and how is it different from other data types?",6,CO5,BTL3
Nov-Dec 2023,Regular,U11A3WD1,Web Designing-I,II,Q4,2,Explain the concept of variables and data types in JavaScript. Provide examples of different data types.,6,CO5,BTL5
Nov-Dec 2023,Regular,U11A4IT,Information Technology,I,Q1,1,Illustrate the output device with example.,6,CO1,BTL3
Nov-Dec 2023,Regular,U11A4IT,Information Technology,I,Q1,2,"Define the terms: Scanner, Printer, HDD, Mouse, Keyboard, Pen Drive",6,CO1,BTL2
Nov-Dec 2023,Regular,U11A4IT,Information Technology,I,Q1,3,Explain BIOS in detail.,6,CO2,BTL4
Nov-Dec 2023,Regular,U11A4IT,Information Technology,I,Q1,4,Describe the Generation of Programming Language in details.,6,CO3,BTL4
Nov-Dec 2023,Regular,U11A4IT,Information Technology,I,Q1,5,Illustrate on Scripting language,6,CO3,BTL3
Nov-Dec 2023,Regular,U11A4IT,Information Technology,I,Q1,6,Write a short note on Programmed I/O.,6,CO4,BTL4
Nov-Dec 2023,Regular,U11A4IT,Information Technology,I,Q1,7,Differentiate between RAM and ROM.,6,CO5,BTL5
Nov-Dec 2023,Regular,U11A4IT,Information Technology,II,Q2,1,Classify Block Diagram of Computer with figure.,6,CO1,BTL5
Nov-Dec 2023,Regular,U11A4IT,Information Technology,II,Q2,2,Discuss Internet Access in detail,6,CO2,BTL3
Nov-Dec 2023,Regular,U11A4IT,Information Technology,II,Q2,3,Solve the Disk Cleanup manually.,6,CO2,BTL4
Nov-Dec 2023,Regular,U11A4IT,Information Technology,II,Q3,1,What is Computer Software? Explain types of Software in detail.,6,CO4,BTL3
Nov-Dec 2023,Regular,U11A4IT,Information Technology,II,Q3,2,Classify Low-Level Language in detail,6,CO3,BTL5
Nov-Dec 2023,Regular,U11A4IT,Information Technology,II,Q3,3,Explain Direct Memory Access(DMA) in detail.,6,CO4,BTL4
Nov-Dec 2023,Regular,U11A4IT,Information Technology,II,Q4,1,"Define the following terms: Data Bus, Address Bus, Control Bus",6,CO5,BTL2
Nov-Dec 2023,Regular,U11A4IT,Information Technology,II,Q4,2,Explain Architecture of Micro Processor.,6,CO5,BTL5
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,I,Q1,1,Develop an Algorithm and draw a Flow Chart to find sum of 1 to 10 numbers on the console.,6,CO1,BTL4
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,I,Q1,2,What is Flowchart? Demonstrate various Flowchart Symbols.,6,CO1,BTL3
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,I,Q1,3,Summarize Basic Structure of C Program with example.,6,CO2,BTL2
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,I,Q1,4,Illustrate Features of C Language.,6,CO2,BTL4
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,I,Q1,5,Explain Increment-Decrement and Relational Operators with example.,6,CO2,BTL2
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,I,Q1,6,What is looping? Explain For loop with example.,6,CO4,BTL6
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,I,Q1,7,Assess String manipulation functions with example.,6,CO3,BTL5
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,II,Q2,1,What is Algorithm? List out rules for preparing Algorithm with example.,6,CO1,BTL1
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,II,Q2,2,Explain the rules to define Symbolic Constants.,6,CO2,BTL6
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,II,Q2,3,Discuss Data Types of C Language.,6,CO2,BTL2
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,II,Q3,1,Explain explicit type casting with example.,6,CO3,BTL2
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,II,Q3,2,Compare break and continue statement with example.,6,CO4,BTL5
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,II,Q3,3,Demonstrate else...if ladder with example.,6,CO3,BTL3
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,II,Q4,1,Explain run time initialization of one dimensional array with example.,6,CO3,BTL2
Apr-Jun 2024,Remedial,U11A1IP1,Introduction to Programming-I,II,Q4,2,What is Array? Illustrate types of array.,6,CO2,BTL4
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,I,Q1,1,Compare and contrast DOS and Windows operating systems.,6,CO1,BTL5
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,I,Q1,2,Elaborate on the functionality of the DIR command in the command prompt.,6,CO1,BTL5
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,I,Q1,3,What is MS Office? Illustrate the components comprising MS Office.,6,CO2,BTL4
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,I,Q1,4,Describe the mathematical functions available in MS Excel and their applications.,6,CO3,BTL3
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,I,Q1,5,Explain what Excel is and illustrate its various features.,6,CO3,BTL3
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,I,Q1,6,Write a short note elaborating on Conditional Formatting in spreadsheet applications.,6,CO4,BTL6
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,I,Q1,7,Describe the data types in MS-Access database management system.,6,CO5,BTL3
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,II,Q2,1,Describe DOS and elaborate on any five internal commands of DOS.,6,CO1,BTL3
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,II,Q2,2,Define Mail Merge and illustrate the steps involved in performing Mail Merge in MS Word.,6,CO2,BTL6
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,II,Q2,3,What is MS Word? Explain its features.,6,CO2,BTL4
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,II,Q3,1,Elaborate on the database function in MS Excel and compare it with other spreadsheet software.,6,CO3,BTL3
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,II,Q3,2,Describe MS PowerPoint and illustrate its key features.,6,CO4,BTL5
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,II,Q3,3,Write a short note describing the concept of Custom Animation.,6,CO4,BTL4
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,II,Q4,1,Elaborate on MS-Access data types and compare their characteristics.,6,CO5,BTL3
Apr-Jun 2024,Remedial,U11A2OAT,Office Automation Tools,II,Q4,2,Define a database and illustrate the steps involved in creating one using MS-Access.,6,CO5,BTL5
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,I,Q1,1,State the difference between Static & Dynamic Websites.,6,CO1,BTL1
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,I,Q1,2,Explain the Types of Websites with example.,6,CO1,BTL2
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,I,Q1,3,Discuss the text formatting tags with example.,6,CO2,BTL2
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,I,Q1,4,Write HTML Code for Event registration Form.,6,CO2,BTL3
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,I,Q1,5,Describe the CSS Selectors with examples.,6,CO3,BTL4
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,I,Q1,6,Elaborate the JavaScript function with example.,6,CO4,BTL5
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,I,Q1,7,Explain the JavaScript operators in detail.,6,CO5,BTL6
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,II,Q2,1,Elaborate the Web Designing basic Principles in brief.,6,CO1,BTL1
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,II,Q2,2,Write a short note on Internet Service Provider.,6,CO2,BTL2
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,II,Q2,3,Explain the HTML Page Structure in detail.,6,CO2,BTL3
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,II,Q3,1,Discuss the types of CSS in brief.,6,CO3,BTL3
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,II,Q3,2,Explain the importance of Landing page in current Era.,6,CO4,BTL4
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,II,Q3,3,Write steps to create Google Form with different datatypes.,6,CO4,BTL5
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,II,Q4,1,Explain the Features of JavaScript.,6,CO5,BTL5
Apr-Jun 2024,Remedial,U11A3WD1,Web Designing-I,II,Q4,2,State the difference between Client & Server-Side Scripting language.,6,CO5,BTL6
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,I,Q1,1,Elaborate on the number system and discuss one of them.,6,CO1,BTL5
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,I,Q1,2,"Describe a computer block diagram, including a visual representation.",6,CO2,BTL6
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,I,Q1,3,Binary arithmetic operations illustrated with examples.,6,CO1,BTL4
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,I,Q1,4,Describe the concept of booting in operating systems.,6,CO3,BTL3
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,I,Q1,5,What are the essential steps to install an operating system on a computer?,6,CO3,BTL3
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,I,Q1,6,Can you outline the operational principles of a USB port?,6,CO4,BTL4
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,I,Q1,7,Illustrate the differences between machine language and assembly language through examples.,6,CO5,BTL4
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,II,Q2,1,Multiplication using simple method: (110)2*(11)2 and (1100)2*(1101)2,6,CO1,BTL6
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,II,Q2,2,Classify the generations of computers in detail.,6,CO2,BTL4
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,II,Q2,3,Illustrate the input device with example.,6,CO2,BTL3
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,II,Q3,1,How does the installation of drivers impact the performance of hardware components?,6,CO3,BTL4
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,II,Q3,2,"What is programmed I/O, and what role does it play in data transfer operations?",6,CO4,BTL2/BTL4
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,II,Q3,3,Differentiate between data and information in computing contexts.,6,CO4,BTL5
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,II,Q4,1,"Classify programming languages into low-level, high-level, machine language, assembly language, and next-generation language categories.",6,CO5,BTL1
Apr-Jun 2024,Remedial,U11A4IT,Information Technology,II,Q4,2,"Summarize the role of compilers, interpreters, and assemblers in language processing.",6,CO5,BTL4
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,I,Q1,1,What is Algorithm? Discuss rules for preparing Algorithm with example.,5,CO1,BTL4
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,I,Q1,2,Discuss Basic Structure of C Program with example.,5,CO2,BTL5
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,I,Q1,3,How to define Symbolic Constants in C Language? Explain rules to define Symbolic Constants.,5,CO2,BTL5
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,I,Q1,4,What is the use of switch case statement in 'C' language? Explain with proper example.,5,CO4,BTL6
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,I,Q1,5,Explain while loop with proper example.,5,CO4,BTL3
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,I,Q1,6,What is Array? Discuss types of array.,5,CO5,BTL5
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,I,Q1,7,What is Character Array? Explain Declaration and Initialization of String Variables.,5,CO5,BTL6
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,II,Q2,8,Discuss goto statement with example.,3,CO4,BTL2
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,II,Q2,9,What is Variable? How to declare Variable?,3,CO2,BTL1
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,II,Q2,10,Write a C program for calculate a factorial of given number.,3,CO4,BTL6
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,II,Q3,11,Discuss Branching Type of Algorithm with example.,5,CO1,BTL5
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,II,Q4,12,"Write short note on Input/output functions with example [printf(), scanf(), getchar(), putchar()].",4,CO5,BTL5
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,II,Q4,13,What is looping? Explain For loop with proper example.,4,CO4,BTL4
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,II,Q4,14,Write a C program for display a largest number among three numbers.,4,CO4,BTL6
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,II,Q5,15,Discuss compile time initialization of one dimensional array with example.,3,CO5,BTL4
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,II,Q5,16,Explain Logical Operators with example.,3,CO3,BTL5
Nov-Dec 2024,Regular (Honors),U11A1IP1,Introduction to Programming-I,II,Q5,17,Explain Nested if...else statement.,3,CO4,BTL6
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,I,Q1,1,Elaborate the Internet Service Provider (ISP) in details.,5,CO1,BTL3
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,I,Q1,2,"Describe the operation of the alert, confirm and prompt method.",5,CO5,BTL3
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,I,Q1,3,"Explain types of websites (personal, commercial, educational, social media) with examples.",5,CO1,BTL3
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,I,Q1,4,"Explain the basic HTML tags: <p>, <pre>, <br/>, <sub>, <sup>, <b>, <i>, <u>, <hr/>, <em>, <blockquote>, <strong>.",5,CO2,BTL6
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,I,Q1,5,Elaborate the use of Google site with its features.,5,CO4,BTL3
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,I,Q1,6,Explain the table tag and its various attributes with an example.,5,CO2,BTL6
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,I,Q1,7,Explain the style specification formats of various level style sheet in CSS.,5,CO3,BTL6
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,II,Q2,8,Discuss the Web Designing Principles in brief.,3,CO1,BTL1
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,II,Q2,9,Explain any five types of selectors in CSS.,3,CO3,BTL3
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,II,Q2,10,Explain the different font properties in detail.,3,CO2,BTL2
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,II,Q3,11,Explain the various controls used in designing the form with one example With CSS.,5,CO2/CO3,BTL6
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,II,Q4,12,"Explain the concept of scope in JavaScript with respect to var, let, and const.",4,CO5,BTL3
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,II,Q4,13,What is Landing Page? Explain the importance of Landing page.,4,CO4,BTL4
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,II,Q4,14,Explain the CSS Box Model with figure.,4,CO3,BTL3
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,II,Q5,15,"Explain the basics Advantages of JavaScript, including its syntax, data types, functions and scope.",3,CO5,BTL2
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,II,Q5,16,Explain the CSS color property with example.,3,CO3,BTL3
Nov-Dec 2024,Regular (Honors),U11A2WD1,Web Designing-I,II,Q5,17,"Write a note on JavaScript operators. Discuss different types (arithmetic, comparison, logical).",3,CO5,BTL3
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,I,Q1,1,Analyze the difference between internal and external DOS commands with examples.,5,CO1,BTL4
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,I,Q1,2,Explain the use of Mail Merge and explain with example.,5,CO2,BTL3
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,I,Q1,3,What are the uses of charts in Excel? Provide an explanation with an example.,5,CO3,BTL6
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,I,Q1,4,Explain the use of pivot tables in Excel and provide an example of how they summarize data.,5,CO4,BTL5
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,I,Q1,5,"How does the Freeze Panes feature work, and why is it useful in large datasets?",5,CO4,BTL4
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,I,Q1,6,What are the basic features of Google Docs that make it an effective tool for document creation?,5,CO5,BTL5
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,I,Q1,7,Describe how to apply slide transitions and custom animations in PowerPoint.,5,CO5,BTL3
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,II,Q2,8,Explain the applications of word processing in various fields.,3,CO2,BTL4
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,II,Q2,9,What are the key benefits of using Excel for data management and analysis?,3,CO3,BTL4
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,II,Q2,10,What is the purpose of using statistical functions in Excel?,3,CO4,BTL5
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,II,Q3,11,How do you set up a slideshow in PowerPoint for a smooth presentation?,5,CO5,BTL6
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,II,Q4,12,Explain the differences between CUI and GUI.,4,CO1,BTL4
