course,semester,year,exam_type,question,marks
B.Sc. IT,2,2023,Regular,How can you initialize two dimension arrays at compile and runtime? Il) What is UDF? List out various categories of UDF Explain any one of them with suitable example What is Pointer? Discuss advantages of pointer,12
B.Sc. IT,2,2023,Regular,Explain different string manipulation functions with suitable example Write a C program to arrange accepted numbers in descending order using single dimension array I11) What is recursion? Discuss it with suitable example. 3,12
B.Sc. IT,2,2023,Regular,Discuss array of structure with example Any One) 1) What is macro substitution? Discuss Simple macro substitution with example Write a short note on Key Events used in JavaScript? What are DoS and DDoS Attacks? Explain in brief Explain given Terms: i,12
B.Sc. IT,2,2023,Regular,Explain Basics of cybercrime What is cyber stalking? How to prevent it? Explain the Cyber Crime Trend in detail Define Information Security. : ANSWER THE FOLLOWING QUESTIONS,12
B.Sc. IT,2,2023,Regular,Explain its types What is Digital Forensic? Explain types of Digital Forensic Explain Computer Forensic Challenges Describe the strength and limitation of India IT Act 2000 What do you understand by the salient feature of Indian IT Act? Discuss the f,0
B.Sc. IT,2,2024,Regular,Describes its advantage. 06 COS BTLI | 2 | Write a program in C to find the maximum and minimum 06 col BTL6 i element in an Array. | 3 | What do you mean by recursive function? Explain with | 06 co2 BTIL4 | example. | 4| Define union Give the differe,0
B.Sc. IT,2,2024,Remedial,Write short note on LVM. 06 col BLT-2 06 co2 BTL-3 Explain different types of editors in Linux Describe command line arguments. 06 Co3 BTL-2 Explain while loop and for loop with examples. 06 co4 BTL-3 Explain Network Configuration and Troubleshooting,0
B.Sc. IT,3,2023,Remedial,Explain any two level of RAID in detail Write a short note on Network IP Address Discuss Manual Pages with all options in brief What is Shell? Write down advantages and disadvantages of Shell Script Discuss all commands which are working with file co,12
B.Sc. IT,3,2023,Remedial,"Explain URL, URLConnection with example",6
B.Sc. IT,3,2023,Remedial,Explain advantages of it Explain method and constructor reference of lambda expression. ceeseeee -------- MALE AL UINIVERSEPY f B EXPLAIN IN DETAIL DIFFERENCE BETWEEN IPV4 AND IPV6 EXPLAIN DELIVRY & ROUTING OF IP PACKET EXPLAIN PROCESS TO PROCESS COM,0
B.Sc. IT,3,2024,Remedial,What is E-R diagram? Explain components of it What is normalization? Explain Boyce/Codd normalization in details Answer the following: (Any Two) Define constraints? Explain primary key and foreign key in detail Describe different types of Joins in SQ,0
B.Sc. IT,3,2022,Regular,Discuss component of Linux Operating System Give difference between Linux and Unix Explain all Filters in detail What is Shell? Write down advantages and disadvantages of Shell Script Discuss File Globbing in detail Differentiate YUM V/S RPM Explain ,30
B.Sc. IT,3,2022,Regular,Explain Hierarchical Data model What is E-R model? Explain various component of E-R model What are constraints? Explain all constraints Define the categories of Data Manipulation Language with example Explain any five-aggregate function with example ,6
B.Sc. IT,3,2022,Regular,Discuss grant and revoke permission with example. 2 Explain view with example Explain type conversation and type casting with example What is multi thread? Explain different way to implements thread What is inheritance? Explain in detail Explain Arra,12
B.Sc. IT,3,2022,Regular,Differentiate between abstract classes with interface,12
B.Sc. IT,3,2022,Regular,Explain TCP/IP Server Socket with example,6
B.Sc. IT,3,2022,Regular,Explain Generic functional interface of lambda expressions Discuss various Network Topologies in brief Explain OSI Model in brief Write down difference between IPV4 and IPV6 Explain sliding window protocol in brief Write a short note on switching Wri,12
B.Sc. IT,3,2022,Regular,"Discuss the Scope of Environment. 2 Describe the Components of Ecosystem. ss The Hydrologic Cycle. y the following: (Any Two) (42) the Air Pollution in brief. 2 Discuss the Source, Effects and the way of control the Noise (8) ance of Police as a Loca",0
B.Sc. IT,3,2023,Regular,"Explain.omp*ent, nf it 06co2 BTL5 3t.-,crlne norrnatv.auon'l Bxplaln 1', and 2ro nonnalization in details.06co2 BTL2 Q.3 g: (Any Two)12 1Define.constru* in detail.06co3 BTL2 2 p ano NU Ltlxls'ls operator in sQL. 06co4 BTL2 3 ggregate t unctlons with ",0
B.Sc. IT,3,2024,Regular,Explain relationship of E-R-diagram BTL2/BTL4 in details. 3 | What is normalization? Analyze first and second normal 06 CO2 | BTL2/BTL4 form in details Q.3_| Answer the following: (Any Two) 12 1 | What are constraints? Explain with example. 06 CO3 BT,0
B.Sc. IT,4,2022,Remedial,State the importance of Facebook Privacy settings in details Explain the paid Lead generation campaign in Facebook Discuss the IT Act 2000 in details Explain Stalking and harassment with example State the importance of Social media Group and Forum Di,12
B.Sc. IT,4,2022,Remedial,Describe the top ten social media challenges in current scenario Explain the basic social media security in brief Describe Software Testing Life Cycle Explain Black Box Testing Differentiate b/w Stress and Load Testing What is Test Strategy? explain ,6
B.Sc. IT,4,2022,Remedial,"Explain Defect template Repon, ND O E) Fp APER Pagey ofa oe",30
B.Sc. IT,4,2022,Remedial,Explain Transaction recovery in detail List out twelve distributed database objectives Explain PL/SQL advantages and draw generic structure of block What is trigger? Explain it in detail What is Data Pump? Explain fine grained object selection in det,0
B.Sc. IT,4,2023,Regular,What is file system? Discuss types of file system in detail Explain system logging and logoff activity in detail Write a short note on prefetch file Describe data destruction in detail List out types of user account and Explain it in detail Define fo,12
B.Sc. IT,4,2023,Regular,"Explain in detail Which functions are use to get the metadata information of database, table and row of mysqli Explain in brief $_SESSION Discuss cross site scripting and modify form fields Write a short note on Virtual Private Network Explain the fe",0
B.Sc. IT,4,2024,Remedial,Explain ACID Properties of 06 col BTLI transaction. 2 | What is PL/SQL? Discuss the benefits of PL/SQL over 06 Cco2 BTL1 SQL. 3 | Give the difference between procedure and function. 06 Cco3 BTL4 4 | Explain the General Architecture of Moving Data. 06,0
B.Sc. IT,5,2023,Remedial,What is OHA? Describe the advantages of android. 2 Describe the Androidmanifest.XML file in detail. 3 Explain Spinner and Date Picker control with suitable example. 4 How to use Alert Dialog in android app? 5 Write a short note on List View. 6 What i,30
B.Sc. IT,5,2023,Remedial,Discuss it with example. f) What is WordPress Post? How to create and publish WordPress Post? g) Discuss WordPress Plugins in brief,12
B.Sc. IT,5,2023,Remedial,Discuss it. b) Explain various user roles available in WordPress,30
B.Sc. IT,5,2023,Remedial,"Discuss Feature of Software. 2) Write ashort note on Layered technology of Software Engineering. 3) Write ashort note on The Waterfall Model. 4) Discuss The Spiral Model. 5) Describe Business Process Engineering, 6) Explain the Concepts of Data Model",12
B.Sc. IT,5,2023,Remedial,Define Elements of Analysis Model. 2) Discuss Flow Oriented Modeling Strategies. 3) Explain Computer Based System. 4,6
B.Sc. IT,5,2023,Remedial,Discuss Validation Testing,0
B.Sc. IT,5,2024,Remedial,List out the android versions with features. 06 col BTL3 3 | Explain various Edit Text in android. 06 CO2 BTL6 4 | What is Layout? Describe its common attributes in detail. 06 CO3 BTL1 5 | Explain Grid View in detail. 06 CO3 BTL6 6 | How to update a ,0
B.Sc. IT,5,2022,Regular,Illustrate the Android SDK with their codenames Write a short note on List View Explain Linear Layout with suitable example What is Shared Preference? How to use it? Ss: Re ee What is reverse engineering? Discuss the android application resources in ,6
B.Sc. IT,5,2022,Regular,How to extract the details from APK file? 2 How to modify the code in android APK file?,30
B.Sc. IT,5,2022,Regular,Discuss it with example. b) Explain inheritance in PHP with example. c) Discuss Abstract Class in PHP with example. d) Write a short note on PHP Namespaces. e) Differentiate PDO Vs MySQLi. f) What is WordPress? Discuss advantages and disadvantages of,12
B.Sc. IT,5,2022,Regular,Discuss advantages of OOPs What do you understand by Just In Time compiler? Explain its types,12
B.Sc. IT,5,2022,Regular,"Explain session in ASP.NET Discuss skin file, theme and stylesheet with example Discuss available .net data provider Explain cross site request forgery with ASP.NET application",30
B.Sc. IT,5,2022,Regular,Explain various types of software in brief Discuss Waterfall model in brief Explain Business Process Engineering in brief D) Discuss Data Modeling concepts in brief E) Explain Spiral model in detail Explain process pattern in brief List out various s,12
B.Sc. IT,5,2022,Regular,Discuss various design models in brief,0
B.Sc. IT,5,2023,Regular,Anr 5) 1IJ;tplain tltc histoq' atttl cvolrr1ior oltcratittg s)'stclll liurv Llicl ihr: contribtrtc to its dcvclqrrrrc'q!'?- l)cllne the basic Android apPJ fesoll rces. 3Dcsign auc[ inrltlctllont il llscl I applicatioL'L thal allou's [iic ttsct tlcl;r,0
B.Sc. IT,1,2024,Regular,What is Flowchart? Write a short note on C Tokens What is Variable? Define various Variable declaration rules. 31 [2] I (51 4 Describe Increment and Decrement operators with example. 16) 13] ul [5] 5 Write a short note on Switch Case Statement. iW I],0
B.Sc. IT,1,2022,Regular,Discuss various Flowchart Symbols. b) Explain basic structure of C Program with example. c) Write a short note on Symbolic Constants. d) What is Logical Operator? Write a C program to find smallest number among three numbers. e) Discuss switch case s,6
B.Sc. IT,1,2022,Regular,Explain for loop with proper example. b) Discuss break and continue statement with example What is documentation? Explain different views of document. 2 Describe the ways of Addressing Modes with example. 3 Write a short note on Conditional Formattin,0
B.Sc. IT,1,2023,Remedial,What is regression? Why it is used? What is data visualization? What is data science? Explain the process of it Explain confusion matrix Which phenomena indicate that model is over fitting? Define the following terms in context to the statement: “Dat,12
B.Sc. IT,1,2023,Remedial,"State True or False (A function is onto when its range and codomain are equal (ii) Function cannot return more than one value ata time 22> R, f(x) = 1 then given function is called constant iii) If function How many different ways can gold, silver, a",0
B.Sc. IT,2,2023,Regular,Discuss Two-Dimensional Array with Example What is UDF? Why we need a User Define Function? Explain Nesting of functions with example Discuss structure within structure with example Explain the difference between call by value and call by reference w,6
B.Sc. IT,2,2023,Regular,Explain Grant and Revoke features of DBMS with example. 2 State the difference between CISC & RISC computer architectures Describe the 8085 Microprocessor pin diagram with figure Explain Excess — 3 Code in Detail. 2 State the difference between Micro,6
B.Sc. IT,2,2023,Regular,Discuss Do’s and Don’ts of Group Discussion,0
B.Sc. IT,2,2024,Regular,Explain Declaration and 06 col BTLS Initialization of String Variables. _ _ i | 3 | Discuss Elements of user defined function. 06 | CO2 BTL3 i 4 | What is the difference between call by value and call 06 Cco4 BTL4 by reference? Discuss it with exampl,0
B.Sc. IT,2,2024,Remedial,"Explain String Handling functions with example. 06 Col BTLS5 3 | Discuss Scope, Visibility and Lifetime of variables 06 Cco2 BTL5 with example. 4 | What is Pointer? Discuss pointer and array with 06 co4 BTL3 example. 5 | Write a short note on Union D",0
B.Sc. IT,3,2022,Regular,Explain the operations of Stack with an example What are the Differences between the Deque vs Circular Queue Create algorithm for inserting an element in circular link list Explain Binary Search Tree with example Describe Types of Searching. oS oe oF,6
B.Sc. IT,3,2022,Regular,Explain any six SQL* loader commands. 2 What is SQL*loader? Explain SQL*loader datatypes What is Object-oriented Programming? Explain the advantages of using OOPs. ~2:° Explain the use of super and this keyword with a suitable example. : _3 Describe ,12
B.Sc. IT,3,2022,Regular,"Discuss Ozone Layer Depletion - Cause, Effects, And Solutions. 2 What is Disaster? Write short note on Disaster management Cycle. 3 Discuss the Residential and Industrial Fires Prevention tips in brief. 4 Discuss Role of Local Institutions: - Media i",0
B.Sc. IT,3,2023,Regular,"Find a loot of the eqLnticur xr } - -i _,- 0 using the 06 secant r.ncthod correct to 1luee dccimal places Find the min value of C, L (v) rind al-i<r''f i, .:) Describe p.oLr^Lriiitv ntass lirncrion anci plobaltilitv clcnsity lunction rvitl'r cxatrplc",0
B.Sc. IT,3,2024,Regular,"CO3 6 | What is a Data Structure? Explain different types of data 06 col BTLI, structures, their uses, and provide examples BTL4 7| What is Stack? Write down algorithm for stack 06 Cco2 BTL2, operations How are they co2 evaluated? Illustrate with exa",0
B.Sc. IT,4,2024,Regular,Elaborate the uses and advantages of 06 CO1 | BTL2/BTL4 jQuery. 3 | Analyze the jQuery plugging in details. 06 CoO2 BTL4 Categorize different background properties of CSS3. 06 CO3 | BTL2/BTL4 Explain the use of animation with different properties 06 ,0
B.Sc. IT,5,2023,Regular,"Explain it with example.06col BTL4 Q.3 (Any Two) t2 1Difference between List and Tuple in Python 06coz BTL6 2Describe the ""zipfile"" module in Python 06co3 BTL3 aJExplain the ""Pickle"" module in Python 06co4 BTL3 Q.4 (Any One) 06 1What is NumPy, and ho",30
B.Sc. IT,5,2024,Regular,Give examples 06 col BTL3 of each. 2 | What is a set in Python? How is it different from other 06 col BTL4 data types like lists and tuples? 3 | What is the difference between a function anda method in| 06 co2 BTL4 Python? Provide examples. 4 | What ,0
MCA,1,2020,Regular,Explain if...else statement with example What is variable? Explain declaration and initialization of a variable Explain all arithmetic operator Write the short note on “Define Symbolic Constants” Explain break and continue statement with example What,30
MCA,1,2020,Regular,Discuss the file modes supported in Python What is Regular Expression? Discuss the special characters and quantifier. is} Discuss following two methods: 1. pieQ 2. barQ) Write a short note on Tuple with example Explain the applications of Al What is ,0
MCA,2,2022,Regular,What is Group Discussion and what are the characteristics of effective group discussion? Explain its various types of conditionals with example Explain various types of Concords with examples What are the steps in writing a formal email? Describe the,30
MCA,2,2022,Regular,Explain features of JAVA. f) = Discuss any two operators with example in JAVA Explain class and method with proper example What is Inheritance? Explain with suitable example Define types of loop Explain FOR loop with example Discuss wrapper classes i,5
MCA,2,2022,Regular,Discuss switch statement with example Explain IF ELSE statement with example in JAVA What is a constructor? Explain with example Explain method overloading and method overriding in java. [B] Define term garbage collection What is Interface? Explain w,30
MCA,2,2022,Regular,"Explain its advantages Write a short note on NIC card. © S AAA aw NPE Explain Categories of computer network Explain OSI model in detail Explain Mesh and Star Topology, Explain SNMP and SMTP protocol, Explain TCP and UDP protocol in details Explain L",0
MCA,1,2022,Regular,List out and explain features of C Language Write Steps to execute a C Program List out and explain Data Types in C Explain Type Conversion with example Explain Nesting of IF ELSE with example List out types of Array Explain any two with example Expl,8
MCA,1,2022,Regular,Explain any three formatting tags with proper example Explain all attributes of < MARQUEE > tag. 5 Explain any three input tags with example Answer the following: (Any Five) Write a short note on: Mail Merge What is Macro ? Explain macro with suitabl,0
MCA,2,2020,Regular,Discuss java tokens in detail What is Inheritance? List out types of Inheritance Explain any two Inheritances with suitable example List out types of loops in JAVA Discuss FOR loop with example Discuss method overloading and method overriding with ex,0
MCA,2,2023,Regular,"Write a sentence using a collocation :cyber security Do as directed: He 'make') She consult a doctor as her condition is worsening Discuss the boredom factors in presentation skills has, had / What do you mean by Group Discussion? explain its types W",0
MCA,3,2022,Regular,Discuss Non-Linear data structure in detail Differentiate: Stack v/s Linked List Describe various types of Queue with example Write down algo for Deletion in Simple Queue Explain different representation of Binary tree Explain the different represent,30
MCA,4,2020,Regular,What are the difference between Client and Server Side Technology ? What is CSS ? Explain the advantages of CSS inside HTML What are the differences between Get and Post methods Write a short note on : Google Analytics Plugin What is PHP ? Explain th,0
MCA,4,2022,Regular,What is communication? Write short note on Communication System and methods Explain Seven-s Model in Brief Write Roles of all three Management Levels Write difference between M-commerce and E-Commerce ‘Section-2 Answer the following Questions [Any On,8
MCA,4,2022,Regular,Explain it with suitable example. 3,8
MCA,4,2022,Regular,Explain the features of MySQL. 5,7
MCA,4,2022,Regular,What are the features of PHP ? 2) What is Array ? Explain the different type of Array in PHP What is android manifest file? Explain in brief What is code name? Discuss versions of android Write down the difference between JVM and DVM List out the typ,0
MCA,5,2022,Regular,Explain Magento Architecture in detail Explain Attribute set with example Explain any one in detail Write down and explain steps for checkout process Howto use catalog price rules ? Explain it with suitable example F What is quick search ? Explain in,30
MCA,5,2022,Regular,Write a short note on Set Theory,10
MCA,5,2022,Regular,Prove any one De Morgan’s laws How many different license plates can be printed? Plate number like ex : GJ 1 68 How many ways can the letters can be arranged? Explain Bipartite graph in detail,8
Unknown,2,2023,Regular,"State different File Object Methods and explain any two with example Discuss the Python Regular Expression Special Sequences with example List the different operation performed on Data Frame Explain isnull(), fillna() and replacc() with suitable exam",0
M.Sc. IT,3,2022,Regular,II What is meant by the semantics of a natural language? Explain with some example IV What is the tokenization in NLP? Why do we need tokenization? V_— What is Text Mining? What is the difference between text mining and NLP? VI Why and how is a n-gra,8
M.Sc. IT,3,2022,Regular,How the class FreqDist works? II What is bigram and trigram in NLP? Ill What are POS tags in NLP? What is the purpose of using Named Entity Recognition (NER)? 3 Il What is the confusion matrix? Choose the correct answer from the following choice (01),6
M.Sc. IT,3,2022,Regular,Explain Mini-batch k-means clustering algorithm List down the linkage methods in hierarchical clustering Explain any three methods in brief What is bias? Explain bagging ensemble learning with proper example Write down the steps for performing the Ad,30
M.Sc. IT,3,2022,Regular,Explain the key features of Reinforcement Learning Explain how does Reinforcement Learning Work? How bell-man equation is used in RL to find optimal policy? List out an activation functions used in ANN and explain any 2 in details F. _ Whatis the rol,0
B.Sc. IMS,1,2020,Regular,Explain the NTFS file system features Explain in depth partitioning of disk Explain disk quota and disk defragmenter What is a shared folder? Explain the methods of Sharing folders What is malicious software? State the difference between remote deskt,6
B.Sc. IMS,1,2020,Regular,Explain any two non-generic collections with its major methods and properties Explain MDI form in details Explain GroupBox and Panel controls,8
B.Sc. IMS,1,2020,Regular,Write down C# code to perform insert and update operation on Book table Explain the compilation process of android application I Whatis R.java? Explain any two android resources in detail IV What is Activity? Explain the lifecycle of Activity in brie,4
B.Sc. IMS,1,2020,Regular,"What is event? Explain Event Delegation Model in details What is cookie? How to create, delete and get cookie with example Give a difference between ServletConfig and ServletContext Write a step with example to sending mail using java mail API. @) i ",8
B.Sc. IMS,1,2020,Regular,List out types dialog box and explain any one type of dialog box in details? Write a short note on JFrame Discuss JButton and JTextfield components. 3 Describe various implicit objects in JSP Give suitable example What is XML? List out rules for vali,0
B.Sc. IMS,1,2022,Regular,State the difference between Linux and Windows Describe Linux File System Structure in brief What Is Linux? Describe the features of Linux What is physical volume in LVM? Explain in brief Discuss the features of Open SSH. a oe Write a short-note on h,15
B.Sc. IMS,1,2022,Regular,Explain any 3 Keywords in detail What is Python comments? How you can do comments in python code? Explain in detail with example Explain arithmetic operators with proper example in python Explain If-else statement and Write code to print the largest ,4
B.Sc. IMS,1,2022,Regular,Explain with proper example Describe for loop with example Explain the datatypes to which is store the data in a key-value pair format Answer the following: (ANY ONE) Explain Python Exception with its common types What do you mean by Class and Object,0
B.Sc. IMS,2,2022,Regular,Any Five) 5) Fe ne tone ok? Explain the types of computer network with example? Wri te on FTP? Deine itterence between Windows Server 2019 Essential and Standard Edition? Describe the process to Create and set up a virtual machine using Hyper-V. icy?,3
B.Sc. IMS,2,2022,Regular,"What is a file system? Define the keywords: DR, BDR. 2 What is EIGRP? Describe the principles of EIGRP? 3 Difference between IPv4 and IPv6? 4 Explain Redistribution in RIP Protocol? 5 What is IPv6? Explain the features of IPv6. 6 Write a short note o",0
B.Sc. IMS,2,2020,Regular,What does Hacker mean'J Explain the types of Hacker. 2 Describe Malware Detection Techniques in brief. 3 Explain the types ofSocial Engineering Attack. 4 Describe port scanning in Network Infrastructure Attack. 5 Write a short-note on ARP Spoofing At,0
B.Sc. IMS,2,2023,Regular,"Explain the TAG, ATTRIBUTE and VALUE with proper example Write a short note on PHP Write a short note on URL with its common schemes. 2 Q-2 Any One) What is variable? Explain the rules of variable declaration with example Explain the <marquee> with i",4
B.Sc. IMS,2,2023,Regular,Any One) Why use Route Redistribution? Explain disadvantages to route redistribution,4
B.Sc. IMS,2,2023,Regular,Explain MIMO and importance of MIMO for users (Any Five) C) Draw building block of 5G roadmap and explain any 2 in detail Explain TDMA with its advantages and disadvantages Explain 5G data drivers Describe the security features of 5G Write note on OF,0
B.Sc. IMS,2,2022,Regular,Explain the <image> with its proper example. 2 Discuss the <OL> with proper example. 3 Explain the string method in JavaScript. 4 Explain the conditional statements in java scripts 5 Explain the Constrains in MYSQL. 6 Explain the DDL statements in MY,0
B.Sc. IMS,3,2022,Regular,Explain in brief Describe Cloud Monitoring Capabilities in brief Explain Desktop Virtualization in brief What is pub/ sub? Describe the core concept of pub/ sub Write a short-note on Server Virtualization What is Cloud Computing? Write a short-note o,4
B.Sc. IMS,3,2022,Regular,Explain Component of VoIP State the difference between FXS and FXO What is WLAN? Describe its advantages and disadvantages Describe Wireless Security Vulnerabilities in brief,15
B.Sc. IMS,3,2022,Regular,Explain the types of shell Why we use Linux? Write a short note on kick start file in Linux Describe the network types in Linux System Write a short note on IMAP Write a short note on FTP QAR S Aw Pp What is FHS? Describe Linux file system and direct,4
B.Sc. IMS,3,2022,Regular,Write a short note on NFS. 5,4
M.Sc. IT,1,2022,Regular,II What is the meaning of planning? List out the different components of planning Explain any one in detail VIII What is AI? Discuss the history of AI. 2,8
M.Sc. IT,1,2022,Regular,List different types of agents Explain Simple reflex agent with proper example Il What is the meaning of AI? Discuss the different properties of task environment,8
M.Sc. IT,1,2022,Regular,Discuss Breadth first search in detail Ill What is Knowledge based agent? Discuss the different approaches to knowledge representation Discuss different application of Expert system II What is NLP? Discuss different steps of natural language processi,10
M.Sc. IT,1,2022,Regular,What is the use of Layout Manager class Explain any one with example Write a short note on JFrame Explain types of JDBC driver in brief What is use of Calendar control? Explain any five property (with possible values) of it with example Explain Pagin,0
Unknown,2,2022,Regular,"How activities are implemented? Demonstrate using proper code and explanation. ; Why Android is so popular? Justify its popularity features wise. js id in details, Explain hist. f android in ; ; Why layout ” required in Android? Illustrate relative l",30
Unknown,2,2022,Regular,Discuss the advantages of MongoDB What is NoSQL? Discuss the use of NoSQL in Industry Discuss aggregateO in MongoDB with example in details How to Create and Drop Database and Collection in MongoDB Explain Relationships in MongoDB Explain MapReduee i,8
Unknown,2,2022,Regular,"Explain Insert, update and Delete Document in MongoDB with example. » Explain Insert, ‘GQ sD i terms: Database, Collection, Document, ObjectID . efine the ing: (ANY Tw (08) ‘ Answer the followine"" © 0) A Explain Regular expression with example in Mon",6
Unknown,2,2022,Regular,"Discuss extensibility mechanism . lo you with suitable example. . 3 Answer the following? How could you model the associane ane zation relationship? Be Whatis a elation ship? Define dependency Explain the stereotypes used in dependen, cy. sagt 1 e 4 ",30
Unknown,2,2022,Regular,"Explain in brief Explain razor code expressions, Explain data context class in detai), Explain following attributes which impacts on the schema of the database. 1 Foreign Key How WEBAPI Routing config work? Explain ActionResult type in brieg What is ",6
Unknown,2,2022,Regular,"Explain HTTP verbs in) deta! gom WE) How to return JSON data f"" YFBAPI controller? Explain using example. sing J How to Consume WEBAP! using QUERY ajax(y?",30
Unknown,2,2022,Regular,Write down advantages of Servlet What is navigation in JSF? Explain any one What is hibernate? Write down advantages of it Write a servlet program which show the use of handling POST request Write down the difference between CGT ang Servlet Write a s,0
Unknown,2,2020,Regular,"Explain with C# code to upload .zip file Describe types of column fields supported by GridView control Explain Login, LoginStatus and LoginName controls Explain SOAP and REST protocols in brief State differences between Web Service and WCF Service Ex",0
Unknown,2,2023,Regular,What is MongoDB? Discuss the advantages of MongoDB in brief How to Insert and Delete Document in MongoDB explain with example Explain the aggregate() method in MongoDB with example Explain the Heatmaps and Scatter Charts in brief Discuss the MongoDB ,0
M.Sc. IT,2,2022,Regular,Explain supervised machine learning in detail Explain the steps of ML framework for developing model. os fp What is linear regression? Explain linear regression in detail. ao Explain the various terms of confusion matrix in brief What is LASSO? Expla,9
M.Sc. IT,2,2022,Regular,"Explain in brief. b Explain ROC curve and AUC in detail, c What is chart? Explain Gain chart in detail",6
M.Sc. IT,2,2022,Regular,Explain multi linear regression in detail. 5,9
M.Sc. IT,2,2022,Regular,Explain KNN in detail with proper example. rt vector machine algorithm in detail. b_ Explain suppo: . jem? What is use of File? Explain different file operation mode Write in detail about Regular Expressions How to create dataframe using cgy_ diction,6
M.Sc. IT,2,2022,Regular,Discuss various types of 4#ta formats Answer the following: (Any Two) : (09) What is the use of charts? Explain any two'excel charts in detail,6
M.Sc. IT,3,2022,Regular,"Describe parent(), parents(), parentsUntil 0. «methods i in brief Describe textQ and valQ) methods in details. * Explain sliding ‘methods of Query to create simple animation effects on image. : What are the features of React? Explain each in brief De",0
B.Sc. IT (CS),1,2024,Regular,Write the full form of VPN Why is it important for privacy? Why is evidence preservation critical in digital forensics? What is the use of hashing in digital signature Define phishing and explain the various types of phishing attacks? How the TOR Net,1
B.Sc. IT (CS),1,2024,Regular,"What are the steps involved in exploiting the SSH port using Metasploit? [4] [2,4] tl 15] P Describe the different types of penetration testing and their applications? 15] {1 I [5] Q How does a Gmail phishing attack work, and what are the ways to pro",0
B.Sc. IT (CS),1,2019,Regular,"Which are the ways to secure cloud storage? Explain in detail i2p Discuss cryptography functions Explain Digital Signature in detail Discuss digital evidence collection procedure. 9) RN se i Explain mobile forensics in details Explain malware, phishi",12
B.Sc. IT (CS),1,2023,Regular,Discuss about various authentication mechanism?06co2 BTL 3 Q.3 (Any Two) t2 1Write a short note on types of Penetration testing? 06co4 BTL 4 2What is VAPT? discuss the types of VAPT? 06co4 BTL 3 JExplain the XPATH Injection in detail? 06co3 BTL 2 Q.4,0
B.Sc. IT (CS),3,2019,Regular,What are the challenges in wireless network forensics? What is the difference between digital forensics and network forensics? Write any three techniques used for carrying out investigation? What is dynamical network forensics? How is it implemented?,12
B.Sc. IT (CS),3,2019,Regular,Which are the recent trends in network forensic? What are the various classifications of network forensics? Discuss merits and demerits of Wireshark What does HIPAA stands for? What are the four main purposes of HIPAA? 2 Discuss various types of IPR ,30
B.Sc. IT (CS),3,2019,Regular,What are Pros and Cons of taking Snapshot during Malware Analysis Process? What do you mean by Persistence Mechanism? Discuss different Methods to achieve persistence behavior Write a short note on Process Explorer Write a note on Inetsim and Wiresha,12
B.Sc. IT (CS),3,2019,Regular,Also explain what Hash Dumping is? ; Explain what Reverse Shell in detail How android o/s works? Explain its architecture Describe any five control of android How Burp suite works? Describe in detail Describe android startup process What is Content P,12
B.Sc. IT (CS),3,2019,Regular,How APKTool works to reverse an android application? 2 What is passive analysis? 3 Define HTTPS Proxy interception. 4 Explain android filesystem partition. 2 How to logging the logcat?,0
B.Sc. IT (CS),3,2022,Regular,Discuss about goal of Malware Analysis and write down thumb rules for Malware Analysis? What is Packed and Obfuscated Malware? 3 Explain the Structure of Virtual Machine with figure Discuss about advantages of using Virtual Machine for Malware Analys,12
B.Sc. IT (CS),3,2022,Regular,What is snapshot? What is the advantage to take snapshot during malware analysis? Write down steps to take snapshot in VM? Write a short note on AndroidManifest.XML file in detail Why ADB is important in Android? How to analyze active and passive ana,12
B.Sc. IT (CS),3,2022,Regular,Describe the features of NetworkMiner. 2,6
B.Sc. IT (CS),3,2022,Regular,Discuss the packet capture format. 2 Discuss the TCP/IP protocol suite in brief Explain benefits of ISMS in detail Discuss various Key contexts of ISO 27001 Explain Internal organization of information security in detail Discuss PCI DSS with all bene,12
B.Sc. IT (CS),3,2022,Regular,Discuss various needs for information security in brief. 2 Discuss various stage of PDCA cycle in brief. 3 Discuss Network security management in brief. 2 Discuss Internal ISMS audits in brief,6
B.Sc. IT (CS),3,2022,Regular,What is Intellectual Property Rights? Explain advantages of IPR 2,0
B.Sc. IT (CS),3,2023,Regular,Discuss its primary objectives and its importance in cybersecurity.06co1BTLl 2Discuss three common types of malware and provide an overview of their functionalities.06co1BTL2 1JExplain the concept of sandboxing in malware analysis How does sandboxing,0
B.Sc. IT (CS),3,2024,Regular,"Explain the Pros and Cons of taking 06 CO3 BTL3 Snapshot during Malware Analysis Process ? 4 | Explain Antivirus Scanning and Hashing and its 06 Cco2 BTL4 importance for,Malware Analysis. 5 | Explain how Procmon (Process Monitor) is used in 06 CO4 BT",0
MCA,1,2017,Regular,"Explaintlredifferencebetweencompilerandlnterpreter (ii) What is C Tokens? iii) Write output for the following code' void mainO{ int a,b,c,d; a:1 5; b:10; c: t*a -b, d: b++ + a; pttntf("" a:Yod b:o/od c:o/od d:70d""'a'b'c'd) ; }, (iv) Wlrat is variable?",8
MCA,1,2017,Regular,"Any Two )(A) Compare while statement Vs do statement.(B) What is array? Explain two-dimensional array with example.(C) Explain recursion with example.1. 2 Define Symbolic constant with example, State whether the following variable name is valid or no",11
