ROW1|col0='Course'|col1='Semester'|col2='Source File'|col3='Question Text'
ROW89|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3='06 Determine an initial basic feasible solution to the coz BTL3, following trans. problem by using NWCR & LCM. &, BTL4, co3 BTL5 Destination/source D1 D2 D3 D4 Supply S1 10 6 5 a J 11 S2 7 8 4 8 13 S3 2 7 10 9 t9 Demand 6 6 8 z3 06 Define balanced transportation problem. Determine an co2 BTL3, initial basic feasible solution to the following & BTL4, transportation problem by using Least Cost Method. co3 BTL5 D/S D1 D2 D3 D4 Supply S1 18 13 1 4 2s0 S2 t6 8 4 9 300 S3 t2 4 l3 20 400 Demand 200 225 275 250 Solve the transportation problem and obtained the optimal 06 co2 BTL3, solution. (Using MODI method) &, BTL4, co3 BTL5 D/S D1 D2 D3 D4 Supplv S1 T9 30 50 10 7 S2 70 30 40 60 9 S3 40 8 70 20 18 Demand 5 8 7 t4 6 Job 06 co4 BTL4, I U ilIIV BTL5, 29271 A BTL6 Men 6 8 7 61 B 46531 C 42731 D 539s1 E Find out how men should be assigned the jobs in way that will minimizethe total time taken. Q- * dt traU t1 7 A book binder has one printing press, one binding 06 BTL5, machine, and manuscripts of a number of books. The time BTL6 required to perform the printing and binding operarions on each book are shown below. The binder lr-ishes to r determine the order in which the books should be processed, so that the total time required to process all books is minimized. Book : 1 Printing : 50 20 30 t20 90 110 time (hours) Binding : 90 60 80 100 30 10 time (hours) II Section - Q-2 (Any Two) Marks CO Bloom\'s t2 Taxonomy Pattern 1 Use the graphical method to solve the following LP 06 col BTL1, problem. &" BTL2, MinimizeZ= 3xt*2x2 coz BTL6 Subject to constraints Sxr* xz ) L0, x, * x2 ) 6, x1* 4x2 ) 12, xyx2 ) Q. 2 06 Solve the LPP by using Simplex method for the optimal co1 BTL1. solution: & BTL2, MaximizeZ= xt-3x, * co2 BTL6 2x= Subject to constraints 3x1 - x2 * 3x3 I 7, -Zx1 * 4x2 <12, -4x,*3x2 * 8xz 1 L0 and > X;,X2,XS'
ROW90|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3='3 06 Determine an initial basic feasible solution to the co2 BTL3, follloowwiin 10n blem NWCR. & BTL4, D/S D1 D2 D3 D4 D5 Supply co3 BTL5 l S1 5 1 8 5 15 S2 J 9 6 7 8 25 S3 4 2 7 6 5 42 S4 7 11 10 4 9 0 Demand 30 20 15 10 20 (Any Two) 12 Solve the 10n lem to maximize the profit. 06 c02 BTL3, D/S D1 D2 D3 Supply & BTL4, S1 8 5 6 120 co3 BTL5 S2 15 10 t2 80 a S3 J 9 10 80 Dem. 150 80 50 coz BTL3, 2 Solve the transportation problem.and obtained the optimal 06 & BTL4, I sohfion. (Usine MOD method co3 BTL5 D/S D1 D2 D3 Supply S1 5 1 8 12 t4 S2 9 4 0 S3 t7 6 7 4 Dem. 9 10 11 co4 BTL4, 06 EmploYees BTL5, II III ffirs BTL6 16 A 1e18136 Jobs B 10 1222 C ;11s7tz D 7gfi412 E il*me emPloYees in Find out way that will minimize the cost\' 06 (AnY One) difPTT 06 co5 BTL5, processes I flt":: 1 A ft r m rf a r n \' u # fa f c # tu : r \'/ in : g " " " d or niip.u i " . y i, ,rilb", of units of each job and BTL6 A;;; -::\'l:i\'*: lffiffi::i"* -"p^ti-* aA" - *e nad Ru are siven in the f * o 1 llo : w X in g g ;ii;. ;ffi\'?rt. ttq"t"tt\' the total minimum ;r*J ti*. urd idle time for each machine\' ,lo?.r .\\tlnrfit\'r ;\\to. pf l,lljt* jrr${:d-t.{ti}S frrr* {iortr.*-} ol jitrr:& "./r. lr ,i&rrlri*tr,\'l rlitrfittr;r # I ] 5 I ] .{ 1$ i ? t : {1 "1 i 1 5 4 : { ?5 5 t,t ) h 6 co5 BTL5, Fi , n \'\'..* d \' th d e sequence thut *ili*izes th t e T to - t 1 al \' : ti : m :i e X re quired 06 BTL6 ilff;;i,rg j"9: xi#\'eit]?;; ,r ; , " " \' r ; o G rro * t i" i g \'i "\' (in " h l ours) are given ,in\'l l th l: e following table: Job 6 7 :810 11 A Machine :5o 234 Machine B 86s :4 Machine C 9 ** ** End of the PaPer *u- qDt t1 ? Llntolllllcnt l\\o. GANPAT TII{I\\/SITY Il. Sc. (C.A&l\'f ) Scnr-lll(CBCS) RcgLrlaL/l{c:nteciial Nor,.-l)cc . 2023 L l 3ll6l1DM: llNvtlLoNlvillNT 1)lSz\\S\'|FI{ N4ANAGEN4EN:t- Timc: 3 Ilor-rrs l\'otal: 60 N{arl<s Instnrctions: l. liigulcs to tlrc riglit inclicatc lLrll rlar\'lis. Corrrsc [)Lrlconrcs rrrri l]l- PalLcrp Lcycl.'
ROW91|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3="This Qtrcstion ltaltet has [nt scctions. Eac]r srctiorr shorrkL bc *,r'iLtun in r scpurrrtu ansu,crr boo]t."
ROW92|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3="Scctiorl-l cotrsist o1'07 qucstiorts oi'(r nrarlis elrclt u.iLh olttiorrs lc:;pcctiyc11,. Sccliol-ll cotlsisl oi'0.1 qLrcstions. Qrrcstiort 2 ol 12 N.1arl'r;. ()Lrcslic'ru j o1'12 N/tallis litt[ (]ucs1i6rr 4 ol'6 l\\4arlrs rvitJr ol,rtiotrs rcsltcctivcly."
ROW93|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3="Ilc 1r1.a lrrr.l l,r tlre J,,,irtt irr \\rrrI ilnr\\\\LI. 5 (lO is CoLrrse Outcoutc 1r'oltr tltc Strb.joct SyllabLrs."
ROW94|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3="[Jlrlrltrt's']'txotrontv 1l:rsecl Asscssurcnt PattcL'n: Il-i l,l-li.trrrrcurbcr: ll'[l-2- (indcr.stanrl: Bl l.l- Alrpli,; 13'l'l-4-Anal1,zc;"
ROW95|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3="'l-L5- f|,aluatc: IlTl .6-ttrcatc. * Scctiorr I Q-r ;\\rrsl'cr (ltc firllorr'ing. (Anr'"
ROW96|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3="-\\{ l rlis CO Illoo rrr's 'I'lt 30 xrr n o rtt t' I'lrl (errr I What is Enviroruuent? Discuss the Challengcs Ihced by 06 COi t_il t,i Enrriroulncnt? 2 Discuss tirc ContltoncnLs o1' ltcos),slcnr. roLlr.rccrs. 06 co2 B'fL3 ('i:rnsuntcls rnci"
ROW97|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3="ccotlltitsers ). 3 \\\\/hat is \\\\/atcr pollLrtion'l"
ROW98|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3="iscLrss lltc Soru.e c. 06 co3 I]TL4 C-'lassi llcation rntl"
ROW99|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3="r'rrvctr ti nt lioltr \\\\ra[ci. lrol ut iLlt. 1 4 Discuss Cr-rn'ent Envirormental Globa1 Issues. (GIobal 06 co3 B1'L3 Warr.ning and Acid ltain). 5 \\\\/riLc short notc oll"
ROW100|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3="isastcr \\,{lnagctucnt Ct,clc. 06 co4 B]'L3"
ROW101|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3="cltlction o1' Ozouc 1a1,cr.. 06 co3 I]II4 1 llxplain I iazrucl irnti t1,1.rcs ol' LTazarcls. 06 co.t B I i.l Scctiorr - II Q-2 Ansl'cr' 1Irc lirllol ing (;\\n.t, 'l-l,o) t\\l:r rlis c0 Illoorn's 12 Tlt.trlrtolnv I'lttcln I I )i', rrss ll)(.\\\\'\\)l'(.,.t upr iti,rrlr;11. 06 CO1 BTL3 2 What is Ecosystern? Explain the Classificatior.r of 06 c02 B'fL.l Ecosystem. -1 \\\\/hrt is Naturll"
ROW102|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3="isastcr.'? Irxltlain in clctail. 06 co4 Il t- I-4 Attsl cl thc ftrliol ing: (r\\nr' 'l'u"
ROW103|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3='12 i \\\\rhrt is Noisc ltollutiou? DiscLrss ther SourccJilli;[ ,""i ()6 co3 Li\'l\'t.3 Urc- wa), o{ colttr oi lhe Nois.. poJlution. 2 Explain\'l\'itc (iovcntutcnl ancl Disastcr Il",.rcovcr.\\, antl 06 co-s lJ l\'1.4 Iichabilita{ion. 3 DiscLrss N4arrntatic'
ROW104|col0='B.Sc. (CA&IT)'|col1='SEM-3'|col2='B.Sc. (CA_IT) SEM-3- Nov-Dec 2023 (Regular).pdf'|col3='isrste r\'. {)6 co4 Bt\'t-3 ;\\nsl cr thc lirllon irrg: (,,\\rrr, Ono) ()6 I What is Pollution? What can we clo lbl.rrdr,". Al, 06 co3 B\'I I,6 Pollution? 2 Desclibe the lole of Local L.rstitutions in Rehabilitation 0(r co5 B\'I\'L4 \'tt\' Itn(l <ll\'thc'
ROW105|col0='    SEM-5'|col1=None|col2=None|col3=None
ROW106|col0='        📄 B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col1=None|col2=None|col3=None
ROW107|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="L GAT,IPAT tlNI\\/ E il,S ITY I3. S c.( CA.tI'l')- S ll N4 -v liXA l\\'l I N A' I' I 0 N ( tl I ] C S ) llcgLrlar/Rcmcdiai- Nor'. I )cc. 2Ofl3 1ll5z\\l\\V'l'l: \\l/Ell'f lifllll\\t)l.OC\\' - I Tintc: 3 llottts 'l'otal: (r0 N'lar'l<s lrrstrrrcliotts:"
ROW108|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3='Irigr-rlcs to 11rc righl indicirle [uLI nrrLl<s. ( otttsc ()ttltot-t.tcs nttJ l]l- f attcltt Lcycl.'
ROW109|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="Ihis QrLcstiorr llrltcr has trvo scctions. liach sccLior sirortlti bc rvrit[cn iit lt ltc:]ralrtc rnsu'cr booli."
ROW110|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="Sr--ction-l corrsist of 07 qucstions of (r nrarlis cach *ith iryLit>rts rcsltcctivcll'. Scclioil-ll colsist o1- 03 qrrc-stitins. Qucstion 2 ol' I 2 i\\'1rrriis. QrLcsLion i rrf i I lr.'ltrrlts lnd QLrcstion .1 o{'(r i\\4rllis u,itli optiorts tcsltcrrtir cl,r'."
ROW111|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="llc plccisc attcl 1o tltc poittt itt \\'olrr arts\\\\or. -5. CO is Coulsc Or-rtcotl'tc 1i-ottt titc Strhlcct 51'llabrrs,"
ROW112|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="l:]loorrr's 'Itixotronrl' l]asccl Asscssurtrirt"
ROW113|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="uttcln: l]'l'1,1-Rctrtctrtbcr; ll I i-2- Unrlcrrstancl: l3'l'1,3- r\\pplvl I1'1'l ,.1-;\\rtel1'zc. Ll'l l.-5- l-r'alLLrttc; ll'f1,6-Creattr. Sccliorr - I Q-r ..\\rtsl'cr lhc lirllou'ing. (;\\ttr'"
ROW114|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="X Ia rl<s Co llloont's 'l-irr.ononrl'"
ROW115|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="lrt(ct'rt I Dcllnc ASl'.NE l uncl irdviLniagcs o1-using .,\\S1'.i'ill'1-. 06 co1 BTI-1 2 lliustatc Asp.nct i'rgc l.i1tCil'clc 06 co1 I J',ll.l 3 Lisl artl hricllv cxplain {lve: statrdru'cls r\\SI'.;\\lr I cotttt ois 06 CO2 BTL3 4 )ixplain the concept of Master Pages in ASP,NET 06 c()l lt'r'l_4 5 lJiscuss the use of Data Cor.rtlols like Glict Vier'v, Dctails 06 cC)4 IJI'L5 Vier.v in ASP.NET applications. 6 lilabolatc stlrlc nrarlrgcnrcnt mcl discr:ss its irttportlrncc iLt 06 CO-5 ts'fL4 rvch clcvelopnrcn[. 7 Dcsclibc lLro purposc o1-Sliin Irilcs antl l hcnrcr il 06 COI BTL5 ASP.NIT'f aucl tliscr.rss thc clillcrcnccs lrcLl,ccn thrrnr. Scction - I I o-2 Arrsl'cr' (hc lirllot ing (r\\rrr' 'l'rt"
ROW116|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="l\\ ll rlis (-r( ) l]Ioo nr's t2 'l'axorr onrl"
ROW117|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="l t ( crtr i llirrstlalc tlrc ,,\\SI'}.N1r I application Iilt c1'clc 06 co1 li|'11.5"
ROW118|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3='l"igtrres to the t\'igf it irrclicatc lirllnruriis. Corrrsi: ()utconrcs arrd Bl-'
ROW119|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="'[his QLrestiott l]rlllcr hits it',o scclions. Iac]r scctiorr shoLrld be rvt'ittcn in u scprrLlIe arrsrvcl booh."
ROW120|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="Scctioll-l cotrsisl o1-07 c1r-rcstions of (r mar'lis citcit u,ith options 1cs1tectiycl1,. Sectiol-lI cotrsist o1'03 clucstions. (]r-rcstion 2 ctl 12 MrLrlis. Qr-rcstion 3 of l2 NJarlis lrncl Qpcstiop 4 of 6 N4arl<s wilh options resltectivcly."
ROW121|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3='lle ltlccise ancl to tltc point in lrour ans\\\\,cr..'
ROW122|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3='(lO is Course Outcourc lbnt thc Sr-rLrjcot !i1,11r,,ur.'
ROW123|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="BIootu's'lrtxoutttttl' llascd ,,\\sscssr.nent Putlctu: Il'l l, i-licirrenrbcr; Ll'i'l-,2- Ulrle r.staprl; 111-1.3- App11,: I3-l'1.4-Anal1,zc; ll-l-1,-5- Ilvaluate'; lll'1 ,6-Creatc. Scclion - I Q-r ;\\usl'cr' lhc lirllol,ing. (r\\1r1,"
ROW124|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="i\\l it rlis CO lllooruts 'i':rxonoltrl'"
ROW125|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3='Figures to the right indicate full marks, Course Outcomes and BL Pattern Level.'
ROW126|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="This Question paper has two sections. Each section should be written in a separate answer book. I J a . Section-I consist of 07 questions of 6 marks each with options respectively. Section-Il consist of 03 questions, Question'2.of 12 Marks, euestion 3 of 12 Marks and Question 4 of 6 Marks with options respectively."
ROW127|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3='Be precise and to the point in your answer.'
ROW128|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3='CO is Course Outcome from the Subject Syllabus.'
ROW129|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="Bloom's Taxonomy Based Assessment -pattern: BTll-Remember; BTL2- understand; BTL3- Apply; BTl4-Analyze; BTL5 - Evaluate; BTl6-create. I Section - Q-1 (Any"
ROW130|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3='Be precise and to the point in your unr*"..'
ROW131|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3='CO is Course Outcome from the Subjeciiyllabus.'
ROW132|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3='Bloom\'s Taxonomy B ased Assess."* p"n"*,B-TL BTL3- Apply; BTL4_Anatyze; BTLS_ Evair"i", UffO 1 _ -R C e re m a e t m e" ber; BTL2_ Understand; Scnti^- a-1 Answer fha fnll^-,:- ruE. tA[y J, Marks CO Bloomrs 30 Taxonomy llxnl Pattern 1 model. Lv_t,uur utrrworK ano server_based network 06 col BTL4 2 3 ro 06 co2 BTL4 F,""Jrr 06 co1 BTLl 4 ,blaborate DHCP pro 06 co3 BTL5 5 Explain VFtuAizatin;",1 .ti 06 co4 BTL4 6 Architecture. 06 cos BTL5 l ,rrr qru ,JPEJ ur ,\\AI. ,ui I co5 IJ 1L5 _ Section_Il - Q-2 Answ-er the fntlnu, r i u - 6 \\d[J r W0,, Marks CO Bloomts 12 Taxonomy i Whatis# Patfern .JPES or Nenvork server. 06 co1 BTL3 2 DistinorrioL- l\'^+. 06 c02 BTL4 3 06 c02 BTL5 Q.s J,r" * 12 1 with@ 2 06 co3 BTL4 06 co4 BTL5 -) ?,r""t diaeram. 06 co3 BTL6 06 1 Elaborate 06 cos BTL4 2 Discuss Mobile ipTerminotogy. 06 cos BTL5 ** End of the Paper *,t { l}rloiInrcnt No. GAITPAT UI{IVERSITY 13.Sc.(CA&fT) - Seurester. V (CllCS) I{egLrli}r/\'l{er.neclial - Nor,._L)e c. 2()23 L.l 1 5 B 6 Bz\\A : Ll U S I N Ir S S AN AL ySI S r\\ND AN.,\\ L \\, -ft C S \'I-irtre: 3 FIouls \'l\'otal: 60 Mallis lnstru ctions: 1\' 2 \' F fh ig i l s u \'es to the right indicate lirll nrarks. Cloursc oLitconrcs :urc1 I.JI- Iraltcrn LcvcJ. Qtresliotl pttpct\'has tu\'o scctions. r,iirclr scctjorr shoulcl bc u,r\'iltcu irr ir sc1,,*;itc arswcr.6orli. 3\' Sectiou-I cot-isist o1\'07 clucstions ol\'06 nutilis caclr u,jth ()ptions ruspcctjvcl.r,. sectior-Ii corsist.f 03 qrtestiotrs\' QLrestion 2 ot- l2l\\\'larlis. (JLtcstion 3 o1- l2 N,fallis aucl eLrcstio,r 4 ot\'6 N,larlis *,i15,1rtio.s lespcctively.'
ROW133|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3="13c il't'cisc atrcl to the point in 1,our ans\\\\,rjr.. 6 -5 ' . l C llo O o is tr l C 's o u - r l s a c x o O t u lo tc tt o ly n rc fi-ont the Sub.jcct _!),JlrLbus. llasecl Asscssurcnt Paftem: RT]-l -Renrcltbcr; B'l'j.2- I_t,clerstancl: B.J.l_3_ z\\ ppl 1, I 1l'l'L4-A, al 1,.2c : B'f L 5 - Ilvr I,arlc : I I T.l_6_ Crcarc. Scc{ion - i Q-1 Ansn,cr thc fullot,ing. (An.1,5) l\\{arks CO Illoonr's'l'axorr orrly 30 Pirttcrrr l L,liaboratc the l3ig"
ROW134|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3='nta Co,ccpt. *iii, iis ia,,t,,;;; 06 CC] BTLl 2 U ! e rLc r r - L l f, l t L " rr r u . L l r , l , l . l , c L t ) Ll i l : c t c , Oe twccn lJUSlltLtSS r\\ititlysis & 06 co1 1 B\',i\'L l r J E x p I a i n v a r i o u s r j, 1ot -ot -, t u k ;ir; l.i *- ; ii. d i I -- 06 c()2 BTL2 4 Lrss ulc )1alicltOIclLrr rnvcsttgahon 1r-chniilucs in [tr.ic1.. 06 co2 L\',\'f 1,2 5 prlltr ute \\/allous sourccs ctl clata Ltr.iel. 06 CO3 1l\'l-r_3 6 rrrst.Lrss ,rc ,/\\llllrlc.trors of llrsiress r\\r,lytics in br.ief. 06 co3 I]\'fL4 7 b**"b. il*, l\'.,trr".,t "f,lf,*|".r rfo,i-1,[..-, tir..,l, itbilcfl 06 col Ll-f I_6 Src{ion - ;Lr Ansrr\'cr {hc {ollol.ing (z\\nr, \'I*.o) trJ N,I;i; I-.,, iltnui,,\'. i,,*,,,,,,,,,r 12 t Pu1[er"n 1 rrrsoLlss utc 1),pc.s ol IJnsltcss ,z\\nalvtics in brict. 06 COI lI-L 2 rt^ ,,,!ll!ll1rn.Ill9s proccss rn $,irh Figur.e. 06 co1 Ill-L2 1 Il J 1_.\\lr11.urr )r..u(Lrtrotuct AtlAl)rsls I1telhods tIt det:,rq__ 06 cr02 R\'I\'L3 Ansl\'er\'11r. tbtlnr"iuflrtq_r, fi,, - t2 1 L.x p I a i. B tn i r r t.,.r, i,,,g s t r, l, l ro I d.., i n r.* 1i,,,, t i.iir---- 06 co3 -- Ic _ e -L'
ROW135|col0='B.Sc. (CA&IT)'|col1='SEM-5'|col2='B.Sc. (CA_IT) SEM-5- Nov-Dec 2023 (Regular).pdf'|col3='r] i(tue . " L3 J\'1.2 2 State thc ln.,po,-tur." oltat ,t*J-W-in f.rriri^", if*ic",,. coi 06 Lll\'t_3 .Yl!":lstlqes!..tl!t,rynrylI 3 06 CO3 B\'f i_4 A ._ lls :- r - r - c - l * \' tlrc lbllorr irrg: (Alrr OrrcJ 06 1 aa\\_,\\.\\, rrusrluss 1-\\lltuytICS toolS ztt.c cllccttvc in 2023./ 06 CO4 2 2 - r _ y ,-.-:.-:.l-l .: ), "I9!gT: 4il t.y Gil oo i i* ri li*, t, i * 06 COr+ L It ll \' \' f , I_ i_ -5 6 -'
ROW136|col0=None|col1=None|col2=None|col3=None
ROW137|col0=None|col1=None|col2=None|col3=None
ROW138|col0=None|col1=None|col2=None|col3=None
ROW139|col0='  B.Sc. IMS'|col1=None|col2=None|col3=None
ROW140|col0='    SEM-2'|col1=None|col2=None|col3=None
ROW141|col0='        📄 B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col1=None|col2=None|col3=None
ROW142|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Figures to the right indicate full marks'
ROW143|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Be precise and to thc point in your answer Q-1. Questions. (Any Five)'
ROW144|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='State the types of scope in Group Policy? 2 What is IPv4? Explain the classes of IPv4. 3 Describe the advantages of filc server. 4 Explain event log in brief. 5 List out the editions of Windows Server 2008 R2.'
ROW145|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Give the full forms of following terms: DFSR, HTTPS, RAM, NTFS. 7 What is zone? Explain the primary zone of DNS. Q-2. Questions. (Any One) 1 What is computer nctwork? Explain local area network in brief. 2 What is DHCP? Describe the feature of DHCP. Q-3. Questions. (Any One) 1 Write as hort note on FTP.'
ROW146|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Describe the services of Active Directory Domain Services. Q-4. Questions. (Any One)'
ROW147|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Write a short note on Microsoft Remote Desktop Web Access.'
ROW148|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Describe the uses of Hyper-V. Q-5. Questions. (Any One)'
ROW149|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Describe Active Directory Delegation in brief.'
ROW150|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Fipures to the right indicate full arks Be ccise and to the point n your answer Q-1. Questions. (Any Six) Discuss the DNS and DICP in detaul. Discuss the lub Sivitch and Router in Network Terminology. Explain the physical, Data-ink and Network Layer of OST mode. Discuss the Asynchronous Iransfer Mode (ATM ) in Network Terminology What is computer Network? Explain the need and advantage of Computer Network. Give Full form of ARP, HTIPS, ICMP, IGMP, UDP. ().'
ROW151|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Explain the internet Intranet and Extranet in detail with proper example. Write as hort note on LAN and MAN. Q-2. Questions. (Any One) Discuss the Bus and Ring Topology with Proper example. Explain the Mash and Star Topology in detail. 0-3. Questions. (Any Two) Explain Transport and session Layer with Proper example. Explain the Design issue of Layers in computer network.'
